persona_id,persona,tone,purpose_id,purpose,brand,product,title,body,cta,style_index,is_event
2,프리미엄 럭셔리 스마트 자산가,2030,2,베스트셀러,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 베스트셀러,프리미엄 라인 추천에 딱 맞는 설화수 자음생크림 리치 단품세트! 탄탄한 탄력 케어로 다들 이거 써요. 베스트 구성으로 추천. 한정 혜택 놓치면 아쉬움…,바로 보기(리뷰확인),4,1
0,오프라인파 스마트 쇼퍼,2030,2,베스트셀러,헤라,헤라 블랙쿠션,베스트셀러 블랙쿠션,오프라인 한 번에 비교에 딱 맞는 헤라 블랙쿠션! 세련된 톤 보정로 베스트셀러 인증. 리뷰도 이미 검증 완료. 근처 매장 픽업도 가능! 자세한 내용은 상세 페이지에서 확인해 주세요.,쿠폰 받기(리뷰확인),1,1
7,온라인 중심 실속 효율 쇼퍼,2030,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 혜택 오픈,최저 번거로움에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 집중 안티에이징로 신상 먼저 만나봐요. 런칭 기념 사은품/포인트. 빠르게 재구매 루트로!,매장/라이브 확인(한정구성),3,1
8,뉴커머스 럭셔리 쇼퍼,2030,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 혜택 오픈,라이브/뉴커머스 한정에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 매끈한 결로 첫 공개 소식. 신상 한정 구성. 라이브/드롭 타이밍 중요! 자세한 내용은 상세 페이지에서 확인해 주세요.,바로 보기(한정구성),1,1
8,뉴커머스 럭셔리 쇼퍼,2030,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 혜택 오픈,라이브/뉴커머스 한정에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 레티놀 탄력 케어로 쿠폰까지 챙겨요. 최대 15% + 쿠폰. 라이브/드롭 타이밍 중요!,바로 보기(최대혜택),4,0
3,자사몰 헤비 탐험가,2030,1,신제품런칭,설화수,설화수 자음생크림 리치 단품세트,신제품런칭 자음생 리치 세트,"리뷰·성분까지 꼼꼼에 딱 맞는 설화수 자음생크림 리치 단품세트! 탄탄한 탄력 케어로 첫 공개 소식. 첫 구매 혜택 있어요. 쿠폰 조합, 제가 최적화해둘게요.",지금 확인(선공개),5,0
8,뉴커머스 럭셔리 쇼퍼,4060,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,아이오페 레티놀 세럼 신제품런칭 안내,드롭·한정 수량에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 매끈한 결 중심으로 신제품 정식 출시. 런칭 기간 한정 구성. 뉴커머스 한정 혜택을 확인해 보세요.,혜택 확인,4,1
6,오프라인 기반 고관여 럭셔리 유저,2030,0,할인,헤라,헤라 블랙쿠션,헤라 블랙쿠션 할인,럭셔리 매장 케어에 딱 맞는 헤라 블랙쿠션! 세련된 톤 보정로 쿠폰까지 챙겨요. 장바구니 자동할인 적용. 상담 예약하고 제대로 체험! 자세한 내용은 상세 페이지에서 확인해 주세요.,지금 확인(최대혜택),3,0
2,프리미엄 럭셔리 스마트 자산가,2030,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,할인 레티놀 세럼,한정 혜택/컨시어지에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 매끈한 결로 오늘만 특가. 최대 30% + 쿠폰. 한정 혜택 놓치면 아쉬움… 자세한 내용은 상세 페이지에서 확인해 주세요.,지금 확인(오늘만),5,0
3,자사몰 헤비 탐험가,4060,1,신제품런칭,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 신제품런칭 안내,리뷰·성분까지 꼼꼼에 적합한 설화수 자음생크림 리치 단품세트을(를) 안내드립니다. 프리미엄 세트 구성 중심으로 신제품 정식 출시. 출시 기념 사은 혜택. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,구매하기,3,0
5,실속형 온라인 타사 중심 쇼퍼,2030,0,할인,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 혜택 오픈,타사 대비 실속에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 부드러운 밀크 텍스처로 쿠폰까지 챙겨요. 장바구니 자동할인 적용. 가성비 라인업으로 딱!,장바구니 담기(오늘만),2,1
3,자사몰 헤비 탐험가,4060,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 할인 안내,리뷰·성분까지 꼼꼼에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 매끈한 결 중심으로 우대가 적용. 추가 쿠폰 동시 사용 가능. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,혜택 확인,5,1
9,하이엔드 뉴커머스 VVIP,2030,1,신제품런칭,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,신제품런칭 로즈 리퀴드 마스크,VVIP 프라이빗에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 리퀴드 마스크 팩로 첫 공개 소식. 첫 구매 혜택 있어요. VVIP 전용 초대급 혜택.,바로 보기(한정구성),2,1
2,프리미엄 럭셔리 스마트 자산가,4060,2,베스트셀러,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 베스트셀러 안내,한정 혜택/컨시어지에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 집중 안티에이징 중심으로 꾸준한 인기 제품. 추천 구성으로 안내. 프리미엄 고객 혜택을 함께 확인해 보세요.,상담/예약,0,0
4,자사몰 올인(All-in) 로열 팬덤,2030,0,할인,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 지금 타이밍,로열 전용 선공개에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 로즈 광채로 쿠폰까지 챙겨요. 최대 15% + 쿠폰. 로열 전용 선공개로 준비했어요.,바로 보기(최대혜택),4,1
8,뉴커머스 럭셔리 쇼퍼,2030,2,베스트셀러,설화수,설화수 자음생크림 리치 단품세트,설화수 자음생 리치 세트 베스트셀러,트렌드 픽에 딱 맞는 설화수 자음생크림 리치 단품세트! 탄탄한 탄력 케어로 베스트셀러 인증. 베스트 구성으로 추천. 라이브/드롭 타이밍 중요! 자세한 내용은 상세 페이지에서 확인해 주세요.,바로 보기(재구매픽),4,0
3,자사몰 헤비 탐험가,2030,2,베스트셀러,설화수,설화수 윤조에센스,윤조에센스 지금 타이밍,"포인트/쿠폰 최적 조합에 딱 맞는 설화수 윤조에센스! 촉촉한 윤광로 다들 이거 써요. 재구매 많은 그 제품. 쿠폰 조합, 제가 최적화해둘게요. 자세한 내용은 상세 페이지에서 확인해 주세요.",쿠폰 받기(베스트구성),2,0
3,자사몰 헤비 탐험가,2030,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 지금 타이밍,"자사몰 신상 탐험에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 레티놀 탄력 케어로 쿠폰까지 챙겨요. 최대 15% + 쿠폰. 쿠폰 조합, 제가 최적화해둘게요.",쿠폰 받기(최대혜택),4,1
5,실속형 온라인 타사 중심 쇼퍼,4060,1,신제품런칭,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 추천 안내,쿠폰·딜 우선에 적합한 설화수 자음생크림 리치 단품세트을(를) 안내드립니다. 탄탄한 탄력 케어 중심으로 런칭 기념 혜택. 출시 기념 사은 혜택. 가격 메리트를 중심으로 안내드립니다.,혜택 확인,1,1
3,자사몰 헤비 탐험가,4060,0,할인,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 추천 안내,포인트/쿠폰 최적 조합에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 로즈 광채 중심으로 기간 한정 혜택. 추가 쿠폰 동시 사용 가능. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,상담/예약,0,1
6,오프라인 기반 고관여 럭셔리 유저,2030,2,베스트셀러,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 혜택 오픈,럭셔리 매장 케어에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 레티놀 탄력 케어로 베스트셀러 인증. 베스트 구성으로 추천. 상담 예약하고 제대로 체험!,매장/라이브 확인(베스트구성),4,0
8,뉴커머스 럭셔리 쇼퍼,2030,2,베스트셀러,설화수,설화수 윤조에센스,윤조에센스 베스트셀러,드롭·한정 수량에 딱 맞는 설화수 윤조에센스! 촉촉한 윤광로 재구매 1위. 베스트 구성으로 추천. 라이브/드롭 타이밍 중요! 자세한 내용은 상세 페이지에서 확인해 주세요.,매장/라이브 확인(베스트구성),1,1
2,프리미엄 럭셔리 스마트 자산가,4060,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 베스트셀러 제품 안내,한정 혜택/컨시어지에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 리퀴드 마스크 팩 중심으로 꾸준한 인기 제품. 꾸준히 선택받는 제품. 프리미엄 고객 혜택을 함께 확인해 보세요.,혜택 확인,2,1
5,실속형 온라인 타사 중심 쇼퍼,4060,1,신제품런칭,헤라,헤라 블랙쿠션,헤라 인기 제품 안내,쿠폰·딜 우선에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 세련된 톤 보정 중심으로 런칭 기념 혜택. 초기 구매 우대 혜택. 가격 메리트를 중심으로 안내드립니다.,상담/예약,0,0
6,오프라인 기반 고관여 럭셔리 유저,2030,2,베스트셀러,설화수,설화수 윤조에센스,설화수 윤조에센스 베스트셀러,방문 예약/상담 추천에 딱 맞는 설화수 윤조에센스! 첫 단계 윤기 케어로 베스트셀러 인증. 리뷰도 이미 검증 완료. 상담 예약하고 제대로 체험!,매장/라이브 확인(재구매픽),1,0
7,온라인 중심 실속 효율 쇼퍼,4060,1,신제품런칭,헤라,헤라 블랙쿠션,헤라 블랙쿠션 신제품런칭 안내,빠른 재구매/간편결제에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 커버+지속력 중심으로 신제품 정식 출시. 초기 구매 우대 혜택. 간편 결제로 빠르게 구매하실 수 있습니다.,혜택 확인,0,0
6,오프라인 기반 고관여 럭셔리 유저,4060,2,베스트셀러,헤라,헤라 블랙쿠션,블랙쿠션 베스트셀러 안내,고관여 체험 코스에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 커버+지속력 중심으로 검증된 스테디셀러. 꾸준히 선택받는 제품. 전문 상담 및 체험 예약을 권해드립니다.,혜택 확인,2,0
1,백화점 기반 실속파 다구매자,4060,0,할인,헤라,헤라 블랙쿠션,헤라 할인 제품 안내,선물용까지 한 번에에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 밀착 베이스 중심으로 우대가 적용. 세트 구매 시 혜택 확대. 세트 구성으로 혜택을 높이실 수 있습니다.,혜택 확인,0,1
2,프리미엄 럭셔리 스마트 자산가,4060,2,베스트셀러,설화수,설화수 윤조에센스,설화수 인기 제품 안내,한정 혜택/컨시어지에 적합한 설화수 윤조에센스을(를) 안내드립니다. 촉촉한 윤광 중심으로 검증된 스테디셀러. 고객 만족도가 높은 제품. 프리미엄 고객 혜택을 함께 확인해 보세요.,혜택 확인,0,1
7,온라인 중심 실속 효율 쇼퍼,2030,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,신제품런칭 그린티 밀크에센스,빠른 재구매/간편결제에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 부드러운 밀크 텍스처로 첫 공개 소식. 런칭 기념 사은품/포인트. 빠르게 재구매 루트로!,장바구니 담기(런칭혜택),4,0
2,프리미엄 럭셔리 스마트 자산가,2030,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 지금 타이밍,한정 혜택/컨시어지에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 레티놀 탄력 케어로 런칭 기념!. 첫 구매 혜택 있어요. 한정 혜택 놓치면 아쉬움…,지금 확인(선공개),4,0
7,온라인 중심 실속 효율 쇼퍼,2030,2,베스트셀러,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 혜택 오픈,최저 번거로움에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 매끈한 결로 베스트셀러 인증. 리뷰도 이미 검증 완료. 빠르게 재구매 루트로! 자세한 내용은 상세 페이지에서 확인해 주세요.,쿠폰 받기(리뷰확인),3,1
1,백화점 기반 실속파 다구매자,2030,2,베스트셀러,헤라,헤라 블랙쿠션,블랙쿠션 혜택 오픈,백화점 혜택 챙기기에 딱 맞는 헤라 블랙쿠션! 커버+지속력로 베스트셀러 인증. 리뷰도 이미 검증 완료. 세트로 담으면 더 실속! 자세한 내용은 상세 페이지에서 확인해 주세요.,바로 보기(재구매픽),5,1
0,오프라인파 스마트 쇼퍼,2030,0,할인,설화수,설화수 윤조에센스,윤조에센스 할인,오프라인 한 번에 비교에 딱 맞는 설화수 윤조에센스! 첫 단계 윤기 케어로 쿠폰까지 챙겨요. 최대 12% + 쿠폰. 근처 매장 픽업도 가능! 자세한 내용은 상세 페이지에서 확인해 주세요.,쿠폰 받기(쿠폰필수),0,1
3,자사몰 헤비 탐험가,2030,2,베스트셀러,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 혜택 오픈,"자사몰 신상 탐험에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 집중 안티에이징로 베스트셀러 인증. 리뷰도 이미 검증 완료. 쿠폰 조합, 제가 최적화해둘게요.",쿠폰 받기(재구매픽),5,1
9,하이엔드 뉴커머스 VVIP,2030,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 지금 타이밍,VVIP 프라이빗에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 집중 안티에이징로 오늘만 특가. 장바구니 자동할인 적용. VVIP 전용 초대급 혜택.,장바구니 담기(최대혜택),2,1
5,실속형 온라인 타사 중심 쇼퍼,4060,1,신제품런칭,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 로즈 리퀴드 마스크 신제품런칭 안내,가격 메리트 중심에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 즉각 수분광 중심으로 신제품 출시 안내. 런칭 기간 한정 구성. 가격 메리트를 중심으로 안내드립니다.,상담/예약,1,0
9,하이엔드 뉴커머스 VVIP,4060,0,할인,헤라,헤라 블랙쿠션,블랙쿠션 할인 안내,VVIP 프라이빗에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 밀착 베이스 중심으로 기간 한정 혜택. 추가 쿠폰 동시 사용 가능. VVIP 고객 전용 혜택으로 안내드립니다.,쿠폰 적용,4,0
8,뉴커머스 럭셔리 쇼퍼,4060,0,할인,설화수,설화수 윤조에센스,윤조에센스 추천 안내,라이브/뉴커머스 한정에 적합한 설화수 윤조에센스을(를) 안내드립니다. 첫 단계 윤기 케어 중심으로 기간 한정 혜택. 세트 구매 시 혜택 확대. 뉴커머스 한정 혜택을 확인해 보세요.,혜택 확인,4,1
4,자사몰 올인(All-in) 로열 팬덤,4060,0,할인,헤라,헤라 블랙쿠션,헤라 할인 제품 안내,팬덤 전용 혜택에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 밀착 베이스 중심으로 우대가 적용. 추가 쿠폰 동시 사용 가능. 로열 고객 전용 안내로 준비했습니다.,혜택 확인,2,0
8,뉴커머스 럭셔리 쇼퍼,4060,0,할인,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 추천 안내,라이브/뉴커머스 한정에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 그린티 수분 중심으로 기간 한정 혜택. 15% 할인 적용. 뉴커머스 한정 혜택을 확인해 보세요.,자세히 보기,5,0
4,자사몰 올인(All-in) 로열 팬덤,4060,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 추천 안내,브랜드 스토리까지에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 즉각 수분광 중심으로 검증된 스테디셀러. 고객 만족도가 높은 제품. 로열 고객 전용 안내로 준비했습니다.,쿠폰 적용,2,1
6,오프라인 기반 고관여 럭셔리 유저,4060,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,아이오페 인기 제품 안내,럭셔리 매장 케어에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 집중 안티에이징 중심으로 신제품 정식 출시. 런칭 기간 한정 구성. 전문 상담 및 체험 예약을 권해드립니다.,구매하기,2,1
9,하이엔드 뉴커머스 VVIP,4060,0,할인,설화수,설화수 윤조에센스,윤조에센스 할인 안내,VVIP 프라이빗에 적합한 설화수 윤조에센스을(를) 안내드립니다. 촉촉한 윤광 중심으로 할인 혜택 안내. 세트 구매 시 혜택 확대. VVIP 고객 전용 혜택으로 안내드립니다.,쿠폰 적용,2,1
0,오프라인파 스마트 쇼퍼,4060,2,베스트셀러,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 추천 안내,가까운 매장에서 바로 체험에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 매끈한 결 중심으로 베스트셀러 추천. 고객 만족도가 높은 제품. 가까운 매장 방문도 안내드리겠습니다.,상담/예약,1,1
0,오프라인파 스마트 쇼퍼,4060,2,베스트셀러,헤라,헤라 블랙쿠션,블랙쿠션 추천 안내,매장 픽업/테스터 확인에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 세련된 톤 보정 중심으로 검증된 스테디셀러. 고객 만족도가 높은 제품. 가까운 매장 방문도 안내드리겠습니다.,자세히 보기,2,0
1,백화점 기반 실속파 다구매자,2030,1,신제품런칭,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 혜택 오픈,백화점 혜택 챙기기에 딱 맞는 마몽드 플로라 글로우 로즈 리퀴드 마스크! 로즈 광채로 런칭 기념!. 런칭 기념 사은품/포인트. 세트로 담으면 더 실속!,지금 확인(선공개),1,1
0,오프라인파 스마트 쇼퍼,2030,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,이니스프리 그린티 밀크에센스 신제품런칭,매장 픽업/테스터 확인에 딱 맞는 이니스프리 그린티 세라마이드 밀크 에센스! 장벽 보습로 런칭 기념!. 첫 구매 혜택 있어요. 근처 매장 픽업도 가능!,바로 보기(선공개),0,1
9,하이엔드 뉴커머스 VVIP,4060,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,그린티 밀크에센스 추천 안내,우선 배정/한정에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 부드러운 밀크 텍스처 중심으로 신제품 출시 안내. 런칭 기간 한정 구성. VVIP 고객 전용 혜택으로 안내드립니다.,구매하기,3,1
6,오프라인 기반 고관여 럭셔리 유저,2030,1,신제품런칭,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 지금 타이밍,방문 예약/상담 추천에 딱 맞는 설화수 자음생크림 리치 단품세트! 탄탄한 탄력 케어로 신상 먼저 만나봐요. 첫 구매 혜택 있어요. 상담 예약하고 제대로 체험!,쿠폰 받기(선공개),1,1
9,하이엔드 뉴커머스 VVIP,2030,0,할인,설화수,설화수 윤조에센스,윤조에센스 지금 타이밍,초대/비공개 혜택에 딱 맞는 설화수 윤조에센스! 피부 컨디션을 정돈로 지금 사면 이득. 장바구니 자동할인 적용. VVIP 전용 초대급 혜택. 자세한 내용은 상세 페이지에서 확인해 주세요.,지금 확인(최대혜택),2,0
6,오프라인 기반 고관여 럭셔리 유저,4060,0,할인,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 할인 안내,방문 예약/상담 추천에 적합한 설화수 자음생크림 리치 단품세트을(를) 안내드립니다. 리치 영양 보습 중심으로 기간 한정 혜택. 추가 쿠폰 동시 사용 가능. 전문 상담 및 체험 예약을 권해드립니다.,혜택 확인,2,0
3,자사몰 헤비 탐험가,4060,1,신제품런칭,설화수,설화수 윤조에센스,윤조에센스 추천 안내,자사몰 신상 탐험에 적합한 설화수 윤조에센스을(를) 안내드립니다. 첫 단계 윤기 케어 중심으로 런칭 기념 혜택. 초기 구매 우대 혜택. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,구매하기,2,1
1,백화점 기반 실속파 다구매자,4060,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,아이오페 할인 제품 안내,세트/다구매 혜택에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 매끈한 결 중심으로 기간 한정 혜택. 30% 할인 적용. 세트 구성으로 혜택을 높이실 수 있습니다.,혜택 확인,0,1
6,오프라인 기반 고관여 럭셔리 유저,2030,0,할인,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 지금 타이밍,고관여 체험 코스에 딱 맞는 설화수 자음생크림 리치 단품세트! 탄탄한 탄력 케어로 쿠폰까지 챙겨요. 묶음하면 더 내려가요. 상담 예약하고 제대로 체험!,매장/라이브 확인(오늘만),0,1
6,오프라인 기반 고관여 럭셔리 유저,4060,1,신제품런칭,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 신제품런칭 안내,럭셔리 매장 케어에 적합한 설화수 자음생크림 리치 단품세트을(를) 안내드립니다. 프리미엄 세트 구성 중심으로 신제품 출시 안내. 초기 구매 우대 혜택. 전문 상담 및 체험 예약을 권해드립니다.,자세히 보기,2,0
1,백화점 기반 실속파 다구매자,2030,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,할인 레티놀 세럼,선물용까지 한 번에에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 레티놀 탄력 케어로 쿠폰까지 챙겨요. 묶음하면 더 내려가요. 세트로 담으면 더 실속!,장바구니 담기(쿠폰필수),3,1
3,자사몰 헤비 탐험가,4060,0,할인,설화수,설화수 윤조에센스,윤조에센스 할인 안내,리뷰·성분까지 꼼꼼에 적합한 설화수 윤조에센스을(를) 안내드립니다. 촉촉한 윤광 중심으로 우대가 적용. 30% 할인 적용. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,구매하기,1,1
5,실속형 온라인 타사 중심 쇼퍼,4060,0,할인,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,레티놀 세럼 추천 안내,타사 대비 실속에 적합한 아이오페 슈퍼바이탈 레티놀 세럼을(를) 안내드립니다. 집중 안티에이징 중심으로 기간 한정 혜택. 추가 쿠폰 동시 사용 가능. 가격 메리트를 중심으로 안내드립니다.,쿠폰 적용,2,1
8,뉴커머스 럭셔리 쇼퍼,4060,1,신제품런칭,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 추천 안내,라이브/뉴커머스 한정에 적합한 설화수 자음생크림 리치 단품세트을(를) 안내드립니다. 탄탄한 탄력 케어 중심으로 신제품 정식 출시. 런칭 기간 한정 구성. 뉴커머스 한정 혜택을 확인해 보세요.,자세히 보기,4,1
7,온라인 중심 실속 효율 쇼퍼,2030,0,할인,설화수,설화수 윤조에센스,윤조에센스 할인,핵심만 딱에 딱 맞는 설화수 윤조에센스! 촉촉한 윤광로 쿠폰까지 챙겨요. 최대 15% + 쿠폰. 빠르게 재구매 루트로! 자세한 내용은 상세 페이지에서 확인해 주세요.,장바구니 담기(최대혜택),1,1
6,오프라인 기반 고관여 럭셔리 유저,2030,0,할인,설화수,설화수 윤조에센스,윤조에센스 지금 타이밍,방문 예약/상담 추천에 딱 맞는 설화수 윤조에센스! 피부 컨디션을 정돈로 지금 사면 이득. 최대 25% + 쿠폰. 상담 예약하고 제대로 체험! 자세한 내용은 상세 페이지에서 확인해 주세요.,매장/라이브 확인(쿠폰필수),4,1
3,자사몰 헤비 탐험가,4060,1,신제품런칭,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,이니스프리 그린티 밀크에센스 신제품런칭 안내,자사몰 신상 탐험에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 부드러운 밀크 텍스처 중심으로 런칭 기념 혜택. 초기 구매 우대 혜택. 쿠폰/포인트 적용 조건을 함께 안내드립니다.,쿠폰 적용,2,0
7,온라인 중심 실속 효율 쇼퍼,2030,1,신제품런칭,설화수,설화수 자음생크림 리치 단품세트,자음생 리치 세트 지금 타이밍,핵심만 딱에 딱 맞는 설화수 자음생크림 리치 단품세트! 프리미엄 세트 구성로 신상 먼저 만나봐요. 런칭 기념 사은품/포인트. 빠르게 재구매 루트로!,쿠폰 받기(런칭혜택),1,0
1,백화점 기반 실속파 다구매자,2030,1,신제품런칭,아이오페,아이오페 슈퍼바이탈 레티놀 세럼,신제품런칭 레티놀 세럼,백화점 혜택 챙기기에 딱 맞는 아이오페 슈퍼바이탈 레티놀 세럼! 집중 안티에이징로 첫 공개 소식. 신상 한정 구성. 세트로 담으면 더 실속! 자세한 내용은 상세 페이지에서 확인해 주세요.,바로 보기(선공개),0,1
9,하이엔드 뉴커머스 VVIP,4060,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,마몽드 베스트셀러 제품 안내,초대/비공개 혜택에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 리퀴드 마스크 팩 중심으로 꾸준한 인기 제품. 고객 만족도가 높은 제품. VVIP 고객 전용 혜택으로 안내드립니다.,상담/예약,5,1
1,백화점 기반 실속파 다구매자,4060,1,신제품런칭,헤라,헤라 블랙쿠션,헤라 블랙쿠션 신제품런칭 안내,백화점 혜택 챙기기에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 커버+지속력 중심으로 런칭 기념 혜택. 런칭 기간 한정 구성. 세트 구성으로 혜택을 높이실 수 있습니다.,구매하기,5,0
5,실속형 온라인 타사 중심 쇼퍼,4060,2,베스트셀러,마몽드,마몽드 플로라 글로우 로즈 리퀴드 마스크,로즈 리퀴드 마스크 추천 안내,타사 대비 실속에 적합한 마몽드 플로라 글로우 로즈 리퀴드 마스크을(를) 안내드립니다. 로즈 광채 중심으로 꾸준한 인기 제품. 추천 구성으로 안내. 가격 메리트를 중심으로 안내드립니다.,구매하기,3,0
4,자사몰 올인(All-in) 로열 팬덤,4060,1,신제품런칭,헤라,헤라 블랙쿠션,헤라 신제품런칭 제품 안내,팬덤 전용 혜택에 적합한 헤라 블랙쿠션을(를) 안내드립니다. 커버+지속력 중심으로 런칭 기념 혜택. 출시 기념 사은 혜택. 로열 고객 전용 안내로 준비했습니다.,자세히 보기,3,0
2,프리미엄 럭셔리 스마트 자산가,4060,2,베스트셀러,이니스프리,이니스프리 그린티 세라마이드 밀크 에센스,이니스프리 인기 제품 안내,한정 혜택/컨시어지에 적합한 이니스프리 그린티 세라마이드 밀크 에센스을(를) 안내드립니다. 그린티 수분 중심으로 검증된 스테디셀러. 추천 구성으로 안내. 프리미엄 고객 혜택을 함께 확인해 보세요.,상담/예약,2,1
2,프리미엄 럭셔리 스마트 자산가,2030,0,할인,헤라,헤라 블랙쿠션,할인 블랙쿠션,프리미엄 라인 추천에 딱 맞는 헤라 블랙쿠션! 커버+지속력로 지금 사면 이득. 장바구니 자동할인 적용. 한정 혜택 놓치면 아쉬움… 자세한 내용은 상세 페이지에서 확인해 주세요.,지금 확인(쿠폰필수),1,0
